"Scenario","Hour","Solar PV Generation (MW)","Solar PV Curtailment (MW)","Wind Generation (MW)","Wind Curtailment (MW)","Gas CC Generation (MW)","Diesel Generation (MW)","Power from Storage and Gas CC to Storage (MW)","Imports (MW)","Exports (MW)","Hydropower (MW)"
"1","82",0.00000,0.00000,76.01796,0.00000,0.00000,0.00000,0.00000,37.48204,0.00000,0.00000
"1","83",0.00000,0.00000,92.37056,0.00000,0.00000,0.00000,0.00000,20.92944,0.00000,0.00000
"1","84",53.75159,0.00000,94.34249,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","85",120.24970,0.00000,48.38923,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","86",129.54016,0.00000,35.03098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","87",13.20700,0.00000,27.82673,0.00000,0.00000,0.00000,0.00000,73.36628,0.00000,0.00000
"1","88",3.96821,0.00000,33.17577,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","89",0.00000,0.00000,21.23283,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","90",0.00000,0.00000,15.54006,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","91",0.00000,0.00000,53.29321,0.00000,0.00000,0.00000,0.00000,69.20679,0.00000,0.00000
"1","92",0.00000,0.00000,49.42100,0.00000,0.00000,0.00000,0.00000,69.27900,0.00000,0.00000
"1","93",0.00000,0.00000,48.83177,0.00000,0.00000,0.00000,0.00000,65.76823,0.00000,0.00000
"1","94",0.00000,0.00000,61.42926,0.00000,0.00000,0.00000,0.00000,47.77074,0.00000,0.00000
"1","95",0.00000,0.00000,43.91873,0.00000,0.00000,0.00000,0.00000,58.18127,0.00000,0.00000
"1","96",0.00000,0.00000,37.06278,0.00000,0.00000,0.00000,0.00000,58.43722,0.00000,0.00000
"1","97",0.00000,0.00000,49.26310,0.00000,0.00000,0.00000,0.00000,40.93690,0.00000,0.00000
"1","98",0.00000,0.00000,65.94542,0.00000,0.00000,0.00000,0.00000,21.35458,0.00000,0.00000
"1","99",0.00000,0.00000,69.84742,0.00000,0.00000,0.00000,0.00000,15.95258,0.00000,0.00000
"1","100",0.00000,0.00000,62.85255,0.00000,0.00000,0.00000,0.00000,22.64745,0.00000,0.00000
"1","101",0.00000,0.00000,61.21053,0.00000,0.00000,0.00000,0.00000,25.78947,0.00000,0.00000
"1","102",0.00000,0.00000,77.89079,0.00000,0.00000,0.00000,0.00000,12.80921,0.00000,0.00000
"1","103",0.00000,0.00000,41.63024,0.00000,0.00000,0.00000,0.00000,55.06976,0.00000,0.00000
"1","104",0.00000,0.00000,13.06251,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","105",0.00000,0.00000,1.40969,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","106",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","107",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","108",57.15322,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,58.34678,0.00000,0.00000
"1","109",125.03621,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","110",136.07742,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","111",88.11527,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,26.68473,0.00000,0.00000
"1","112",42.44277,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","113",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","114",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","115",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","116",0.00000,0.00000,1.88864,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","117",0.00000,0.00000,5.74310,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","118",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","119",0.00000,0.00000,0.11153,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","120",0.00000,0.00000,2.57535,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","121",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","122",0.00000,0.00000,1.40387,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","123",0.00000,0.00000,26.20826,0.00000,0.00000,0.00000,0.00000,66.39174,0.00000,0.00000
"1","124",0.00000,0.00000,9.78206,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","125",0.00000,0.00000,10.60152,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","126",0.00000,0.00000,33.71516,0.00000,0.00000,0.00000,0.00000,64.48484,0.00000,0.00000
"1","127",0.00000,0.00000,25.95205,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","128",0.00000,0.00000,34.09384,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","129",0.00000,0.00000,24.43735,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","130",0.00000,0.00000,20.06838,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","131",0.00000,0.00000,2.64592,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","132",56.80818,0.00000,4.46967,0.00000,0.00000,0.00000,0.00000,61.62215,0.00000,0.00000
"1","133",124.88191,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","134",135.38166,0.00000,5.22499,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","135",91.93719,0.00000,14.47880,0.00000,0.00000,0.00000,0.00000,15.28401,0.00000,0.00000
"1","136",42.17858,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","137",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","138",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","139",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","140",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","141",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","142",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
