"Scenario","Technology","Hour","Charging power (MW)","Discharging power (MW)","State of charge (MWh)"
"1","PHS","100",0.00000,0.00000,0.00000
"1","H2","100",0.00000,0.00000,10484.37607
"1","Li-Ion","101",0.00000,0.00000,475.10020
"1","Vanadium","101",0.00000,0.00000,0.00000
"1","PHS","101",0.00000,0.00000,0.00000
"1","H2","101",0.00000,0.00000,10484.37607
"1","Li-Ion","102",0.00000,0.00000,475.10020
"1","Vanadium","102",0.00000,0.00000,0.00000
"1","PHS","102",0.00000,0.00000,0.00000
"1","H2","102",0.00000,0.00000,10484.37607
"1","Li-Ion","103",0.00000,0.00000,475.10020
"1","Vanadium","103",0.00000,0.00000,0.00000
"1","PHS","103",0.00000,0.00000,0.00000
"1","H2","103",0.00000,0.00000,10484.37607
"1","Li-Ion","104",0.00000,0.00000,475.10020
"1","Vanadium","104",0.00000,0.00000,0.00000
"1","PHS","104",0.00000,0.00000,0.00000
"1","H2","104",0.00000,15.72476,10459.51303
"1","Li-Ion","105",0.00000,0.00000,475.10020
"1","Vanadium","105",0.00000,0.00000,0.00000
"1","PHS","105",0.00000,0.00000,0.00000
"1","H2","105",0.00000,33.57759,10406.42221
"1","Li-Ion","106",0.00000,0.00000,475.10020
"1","Vanadium","106",0.00000,0.00000,0.00000
"1","PHS","106",0.00000,0.00000,0.00000
"1","H2","106",0.00000,39.28728,10344.30357
"1","Li-Ion","107",0.00000,26.10659,446.78363
"1","Vanadium","107",0.00000,0.00000,0.00000
"1","PHS","107",0.00000,0.00000,0.00000
"1","H2","107",0.00000,13.78069,10322.51438
"1","Li-Ion","108",0.00000,0.00000,446.78363
"1","Vanadium","108",0.00000,0.00000,0.00000
"1","PHS","108",0.00000,0.00000,0.00000
"1","H2","108",0.00000,0.00000,10322.51438
"1","Li-Ion","109",9.73621,0.00000,455.75997
"1","Vanadium","109",0.00000,0.00000,0.00000
"1","PHS","109",0.00000,0.00000,0.00000
"1","H2","109",0.00000,0.00000,10322.51438
"1","Li-Ion","110",20.97742,0.00000,475.10020
"1","Vanadium","110",0.00000,0.00000,0.00000
"1","PHS","110",0.00000,0.00000,0.00000
"1","H2","110",0.00000,0.00000,10322.51438
"1","Li-Ion","111",0.00000,0.00000,475.10020
"1","Vanadium","111",0.00000,0.00000,0.00000
"1","PHS","111",0.00000,0.00000,0.00000
"1","H2","111",0.00000,0.00000,10322.51438
"1","Li-Ion","112",0.00000,0.00000,475.10020
"1","Vanadium","112",0.00000,0.00000,0.00000
"1","PHS","112",0.00000,0.00000,0.00000
"1","H2","112",0.00000,0.24450,10322.12778
"1","Li-Ion","113",0.00000,0.00000,475.10020
"1","Vanadium","113",0.00000,0.00000,0.00000
"1","PHS","113",0.00000,0.00000,0.00000
"1","H2","113",0.00000,49.18728,10244.35587
"1","Li-Ion","114",0.00000,0.00000,475.10020
"1","Vanadium","114",0.00000,0.00000,0.00000
"1","PHS","114",0.00000,0.00000,0.00000
"1","H2","114",0.00000,52.78728,10160.89185
"1","Li-Ion","115",0.00000,0.00000,475.10020
"1","Vanadium","115",0.00000,0.00000,0.00000
"1","PHS","115",0.00000,0.00000,0.00000
"1","H2","115",0.00000,51.38728,10079.64143
"1","Li-Ion","116",0.00000,0.00000,475.10020
"1","Vanadium","116",0.00000,0.00000,0.00000
"1","PHS","116",0.00000,0.00000,0.00000
"1","H2","116",0.00000,46.89864,10005.48818
"1","Li-Ion","117",0.00000,0.00000,475.10020
"1","Vanadium","117",0.00000,0.00000,0.00000
"1","PHS","117",0.00000,0.00000,0.00000
"1","H2","117",0.00000,39.04418,9943.75391
"1","Li-Ion","118",0.00000,0.00000,475.10020
"1","Vanadium","118",0.00000,0.00000,0.00000
"1","PHS","118",0.00000,0.00000,0.00000
"1","H2","118",0.00000,39.48728,9881.31904
"1","Li-Ion","119",0.00000,0.00000,475.10020
"1","Vanadium","119",0.00000,0.00000,0.00000
"1","PHS","119",0.00000,0.00000,0.00000
"1","H2","119",0.00000,32.57574,9829.81227
"1","Li-Ion","120",0.00000,0.00000,475.10020
"1","Vanadium","120",0.00000,0.00000,0.00000
"1","PHS","120",0.00000,0.00000,0.00000
"1","H2","120",0.00000,23.71193,9792.32041
"1","Li-Ion","121",0.00000,0.00000,475.10020
"1","Vanadium","121",0.00000,0.00000,0.00000
"1","PHS","121",0.00000,0.00000,0.00000
"1","H2","121",0.00000,21.98728,9757.55547
"1","Li-Ion","122",0.00000,0.00000,475.10020
"1","Vanadium","122",0.00000,0.00000,0.00000
"1","PHS","122",0.00000,0.00000,0.00000
"1","H2","122",0.00000,17.88341,9729.27932
"1","Li-Ion","123",0.00000,0.00000,475.10020
"1","Vanadium","123",0.00000,0.00000,0.00000
"1","PHS","123",0.00000,0.00000,0.00000
"1","H2","123",0.00000,0.00000,9729.27932
"1","Li-Ion","124",0.00000,0.00000,475.10020
"1","Vanadium","124",0.00000,0.00000,0.00000
"1","PHS","124",0.00000,0.00000,0.00000
"1","H2","124",0.00000,8.10521,9716.46385
"1","Li-Ion","125",0.00000,0.00000,475.10020
"1","Vanadium","125",0.00000,0.00000,0.00000
"1","PHS","125",0.00000,0.00000,0.00000
"1","H2","125",0.00000,8.98576,9702.25612
"1","Li-Ion","126",0.00000,0.00000,475.10020
"1","Vanadium","126",0.00000,0.00000,0.00000
"1","PHS","126",0.00000,0.00000,0.00000
"1","H2","126",0.00000,0.00000,9702.25612
"1","Li-Ion","127",0.00000,0.00000,475.10020
"1","Vanadium","127",0.00000,0.00000,0.00000
"1","PHS","127",0.00000,0.00000,0.00000
"1","H2","127",0.00000,3.73523,9696.35020
"1","Li-Ion","128",0.00000,0.00000,475.10020
"1","Vanadium","128",0.00000,0.00000,0.00000
"1","PHS","128",0.00000,0.00000,0.00000
"1","H2","128",0.00000,1.79344,9693.51452
"1","Li-Ion","129",0.00000,0.00000,475.10020
"1","Vanadium","129",0.00000,0.00000,0.00000
"1","PHS","129",0.00000,0.00000,0.00000
"1","H2","129",0.00000,17.94993,9665.13319
